restaurant,url,category,distance,star,num_reviews
Denman Mediterranean Grill,https://www.doordash.com/store/161773/?pickup=false,"$$ • Mediterranean, Salads",25 min • 1.3 mi,4.5,"(3,300+)"
Dolce Amore,https://www.doordash.com/store/356967/?pickup=false,"$$ • Bakery, Gelato",25 min • 2.2 mi,4.8,"(4,700+)"
Kitsilano Liquor Store,https://www.doordash.com/store/66817/?pickup=false,"$$ • Alcohol, Beer",24 min • 2.2 mi,4.8,"(1,600+)"
Commercial Sushi,https://www.doordash.com/store/58581/?pickup=false,"$$ • Japanese, Sushi",26 min • 2.4 mi,4.6,"(5,000+)"
TAKO,https://www.doordash.com/store/98665/?pickup=false,"$ • Korean, Mexican",19 min • 0.3 mi,4.7,"(5,200+)"
Meet In Yaletown,https://www.doordash.com/store/566285/?pickup=false,"$$ • Vegan, Alcohol",30 min • 0.5 mi,4.6,"(9,000+)"
Disco Cheetah Korean Grill,https://www.doordash.com/store/429774/?pickup=false,"$$ • Korean, Chicken",25 min • 0.8 mi,4.8,"(3,600+)"
True Confections,https://www.doordash.com/store/470498/?pickup=false,"$$ • Dessert, Coffee & Tea",26 min • 1.2 mi,4.6,"(5,500+)"
Grand Chinese Restaurant Yaletown 蜀庄,https://www.doordash.com/store/710750/?pickup=false,"$$ • Chinese, Dim Sum",20 min • 0.5 mi,4.5,"(1,800+)"
Ebi-Ten,https://www.doordash.com/store/30991/?pickup=false,"$ • Japanese, Noodles",14 min • 600 ft,4.7,"(2,000+)"
Samurai Sushi,https://www.doordash.com/store/28178/?pickup=false,"$$ • Japanese, Sushi",22 min • 0.8 mi,4.6,"(2,100+)"
Cazba,https://www.doordash.com/store/30982/?pickup=false,"$$ • Sandwiches, Persian",25 min • 0.7 mi,4.5,"(6,900+)"
CHAU VeggiExpress,https://www.doordash.com/store/98424/?pickup=false,"$$ • Vietnamese, Soup",21 min • 1.1 mi,4.7,"(3,000+)"
Bel Cafe,https://www.doordash.com/store/1006417/?pickup=false,"$$ • Cafe, Coffee & Tea",22 min • 1.6 mi,4.8,"(1,000+)"
Uncle Fatih’s Pizza,https://www.doordash.com/store/98546/?pickup=false,$ • Pizza,22 min • 0.4 mi,4.4,"(4,200+)"
Momo Sushi (Robson),https://www.doordash.com/store/98451/?pickup=false,"$$ • Japanese, Sashimi",19 min • 0.7 mi,4.6,"(3,600+)"
Dairy Queen,https://www.doordash.com/store/1375685/?pickup=false,"$$ • Ice Cream, Milk Shakes",11 min • 700 ft,4.7,"(1,200+)"
The Greek By Anatoli,https://www.doordash.com/store/42871/?pickup=false,"$$ • Greek, Appetizers",28 min • 0.4 mi,4.5,"(6,400+)"
Holy Chow,https://www.doordash.com/store/976978/?pickup=false,"$$ • Chinese, Szechuan",17 min • 0.2 mi,4.6,"(1,100+)"
Bentoya,https://www.doordash.com/store/614621/?pickup=false,"$$ • Japanese, Bento Box",16 min • 800 ft,4.8,(520+)
Hon's Wonton House,https://www.doordash.com/store/376407/?pickup=false,"$$ • Chinese, Dim Sum",21 min • 0.9 mi,4.4,"(3,700+)"
Jenjudan 珍煮丹,https://www.doordash.com/store/875151/?pickup=false,"$$ • Boba, Milk Tea",13 min • 700 ft,4.7,"(1,500+)"
Farm to Table Market,https://www.doordash.com/convenience/store/997567/?pickup=false,"$$ • Local, Healthy",19 min • 0.7 mi,4.6,(940+)
Straight Outta Brooklyn NYC Pizzeria,https://www.doordash.com/store/42828/?pickup=false,"$ • Pizza, Italian",23 min • 600 ft,4.6,"(1,900+)"
Zaatar W Zeit,https://www.doordash.com/store/844464/?pickup=false,"$$ • Dessert, Wraps",18 min • 0.3 mi,4.7,"(2,000+)"
Tractor Foods,https://www.doordash.com/store/335214/?pickup=false,"$ • Soup, Breakfast",12 min • 900 ft,4.7,(990+)
Stepho's Souvlaki Greek Taverna,https://www.doordash.com/store/31071/?pickup=false,"$$ • Greek, Souvlaki",24 min • 0.8 mi,4.1,"(4,700+)"
Neptune Chinese Kitchen 凤鸣粥面,https://www.doordash.com/store/511547/?pickup=false,"$$ • Chinese, Snacks",22 min • 0.8 mi,4.4,"(2,600+)"
The Poke Guy,https://www.doordash.com/store/783119/?pickup=false,"$$ • Poke, Dessert",15 min • 0.3 mi,4.8,"(4,300+)"
Frankie's Italian Kitchen & Bar,https://www.doordash.com/store/328197/?pickup=false,"$$ • Italian, Pizza",19 min • 800 ft,4.5,(710+)
La Belle Patate,https://www.doordash.com/store/28463/?pickup=false,"$$ • Poutineries, Sweets",19 min • 0.9 mi,4.8,"(2,000+)"
La Taqueria Pinche Taco Shop,https://www.doordash.com/store/28053/?pickup=false,"$ • Mexican, Tacos",16 min • 0.3 mi,4.5,"(3,100+)"
Budgies Burritos,https://www.doordash.com/store/28081/?pickup=false,"$ • Mexican, Burritos",22 min • 1.3 mi,4.8,(910+)
Pho Goodness,https://www.doordash.com/store/31054/?pickup=false,"$$ • Vietnamese, Banh Mi",19 min • 0.8 mi,4.7,"(1,500+)"
Minato Sushi Restaurant,https://www.doordash.com/store/67245/?pickup=false,"$$ • Japanese, Sushi",23 min • 1.3 mi,4.3,"(3,900+)"
Tacofino Ocho,https://www.doordash.com/store/643354/?pickup=false,"$$ • Mexican, Tacos",26 min • 1.1 mi,4.5,"(3,400+)"
Earls Kitchen + Bar (Test Kitchen),https://www.doordash.com/store/28201/?pickup=false,"$$ • Canadian, Burgers",24 min • 0.4 mi,4.5,(580+)
Shizen Ya,https://www.doordash.com/store/28105/?pickup=false,"$$ • Japanese, Organic",20 min • 0.4 mi,4.6,"(1,300+)"
Donair Dude,https://www.doordash.com/store/151151/?pickup=false,"$$ • Middle Eastern, Falafel",16 min • 0.3 mi,4.6,"(1,800+)"
Glory Juice Co.,https://www.doordash.com/store/175351/?pickup=false,"$$ • Breakfast, Vegan",14 min • 0.5 mi,4.7,"(1,800+)"
Pizza Garden,https://www.doordash.com/store/42788/?pickup=false,"$ • Pizza, Vegetarian",23 min • 0.3 mi,4.4,"(3,900+)"
Harvest Community Foods,https://www.doordash.com/store/58655/?pickup=false,"$$ • Noodles, Dessert",17 min • 0.8 mi,4.8,"(1,300+)"
Hello Nori,https://www.doordash.com/store/1380530/?pickup=false,"$$ • Sushi, Japanese",18 min • 0.6 mi,4.8,(610+)
KFC,https://www.doordash.com/store/1138855/?pickup=false,"$$ • Chicken, Sandwiches",27 min • 0.8 mi,4.2,"(2,200+)"
Kokoro Tokyo Mazesoba,https://www.doordash.com/store/543917/?pickup=false,"$$ • Japanese, Tapas/Small Plates",16 min • 0.2 mi,4.8,"(2,300+)"
Pholicious,https://www.doordash.com/store/42782/?pickup=false,"$ • Vietnamese, Smoothies",18 min • 0.2 mi,4.3,"(1,100+)"
Solly's Bagelry,https://www.doordash.com/store/335205/?pickup=false,"$$ • Bakery, Bagels",30 min • 1.1 mi,4.7,"(3,700+)"
One Saigon,https://www.doordash.com/store/98730/?pickup=false,"$ • Vietnamese, Pho",20 min • 0.5 mi,4.4,(820+)
Fresh Bowl,https://www.doordash.com/store/28489/?pickup=false,"$$ • Thai, Rice Bowl",17 min • 0.5 mi,4.6,(720+)
Zefferelli's Restaurant,https://www.doordash.com/store/1001183/?pickup=false,"$$ • Italian, Beer",23 min • 0.6 mi,4.5,(660+)
Yum Sweet Shop,https://www.doordash.com/store/531672/?pickup=false,"$$ • Bakery, Ice Cream",28 min • 2.3 mi,4.8,"(3,000+)"
Rice and Noodle,https://www.doordash.com/store/191731/?pickup=false,"$$ • Noodles, Pad Thai",29 min • 0.7 mi,4.5,"(3,900+)"
Sushi California,https://www.doordash.com/store/800095/?pickup=false,"$$ • Japanese, Sushi",27 min • 0.6 mi,4.6,"(3,900+)"
Field & Social,https://www.doordash.com/store/1344863/?pickup=false,"$$ • Takeout, Pickup",16 min • 0.4 mi,4.8,"(1,200+)"
Szechuan Chili 蜀香园,https://www.doordash.com/store/98659/?pickup=false,"$ • Chinese, Chicken",25 min • 1.1 mi,4.6,"(1,800+)"
Donair DK,https://www.doordash.com/store/871848/?pickup=false,"$$ • Middle Eastern, Shawarma",18 min • 0.7 mi,4.4,(740+)
Basil Box,https://www.doordash.com/store/622959/?pickup=false,"$$ • Gluten-Free, Snacks",15 min • 0.4 mi,4.5,"(1,200+)"
Pho Express Angkor Noodle House,https://www.doordash.com/store/446013/?pickup=false,"$$ • Vietnamese, Fried Rice",23 min • 1.2 mi,4.5,"(1,200+)"
Sushi 7,https://www.doordash.com/store/98564/?pickup=false,"$$ • Japanese, Sushi",29 min • 1.8 mi,4.7,"(1,300+)"
Earls Kitchen + Bar,https://www.doordash.com/store/28200/?pickup=false,"$$ • Canadian, Alcohol",22 min • 0.4 mi,4.2,"(1,300+)"
MeeT in Gastown,https://www.doordash.com/store/896989/?pickup=false,"$ • Burgers, Brunch",24 min • 0.5 mi,4.6,"(2,800+)"
Planetary Burger,https://www.doordash.com/store/1151908/?pickup=false,"$$ • Burgers, Grocery",25 min • 1.7 mi,4.7,"(1,100+)"
Sushi Bang,https://www.doordash.com/store/98571/?pickup=false,"$ • Sushi, Japanese",23 min • 1.1 mi,4.5,"(2,800+)"
Al Basha Best Shawarma and Falafel,https://www.doordash.com/store/178627/?pickup=false,"$$ • Chicken, Wraps",18 min • 0.9 mi,4.6,(760+)
Mister Artisan Ice Cream,https://www.doordash.com/store/64775/?pickup=false,"$$ • Ice Cream, Dessert",16 min • 0.5 mi,4.8,(770+)
The Mexican Antojitos Y Cantina,https://www.doordash.com/store/28118/?pickup=false,"$$ • Mexican, Brunch",22 min • 0.4 mi,4.7,"(1,100+)"
The Ramen Butcher,https://www.doordash.com/store/178748/?pickup=false,"$$ • Japanese, Ramen",30 min • 0.7 mi,4.7,"(1,300+)"
A&W Canada,https://www.doordash.com/store/28547/?pickup=false,"$ • Canadian, Breakfast",15 min • 700 ft,4.4,"(1,200+)"
Thida Thai Restaurant,https://www.doordash.com/store/98488/?pickup=false,"$$ • Thai, Soup",25 min • 0.8 mi,4.5,"(1,700+)"
Spicy 6 Fine Indian Cuisine,https://www.doordash.com/store/28183/?pickup=false,"$$ • Indian, Vegetarian",22 min • 0.6 mi,4.6,"(2,100+)"
Kita No Donburi,https://www.doordash.com/store/98464/?pickup=false,"$$ • Japanese, Rice Bowl",18 min • 0.3 mi,4.6,(850+)
Ganache Patisserie,https://www.doordash.com/store/869876/?pickup=false,"$$ • Pastries, Cakes",17 min • 0.6 mi,4.8,(490)
MrBeast Burger,https://www.doordash.com/store/23057597/?pickup=false,"$ • Burgers, Sandwiches",19 min • 0.5 mi,4.5,(153)
West Oak,https://www.doordash.com/store/791137/?pickup=false,"$$ • American, Burgers",24 min • 0.3 mi,4.4,(700+)
Fresh Donair,https://www.doordash.com/store/125826/?pickup=false,"$$ • Greek, Shawarma",13 min • 0.4 mi,4.4,(488)
Heirs Pears,https://www.doordash.com/store/529335/?pickup=false,"$$ • Salads, Breakfast",18 min • 0.3 mi,4.4,(267)
Mello,https://www.doordash.com/store/882933/?pickup=false,"$$ • Donuts, Dessert",16 min • 0.7 mi,4.8,(405)
Chancho Tortilleria,https://www.doordash.com/store/431942/?pickup=false,"$$ • Mexican, Tortas",16 min • 0.5 mi,4.8,(930+)
Heirloom Juice Bar,https://www.doordash.com/store/735191/?pickup=false,"$$ • Coffee & Tea, Smoothies",26 min • 1.8 mi,4.7,"(1,400+)"
Delicious Pho,https://www.doordash.com/store/98640/?pickup=false,"$$ • Vietnamese, Pho",15 min • 600 ft,4.5,(459)
Do Chay,https://www.doordash.com/store/210748/?pickup=false,"$$ • Vietnamese, Vegan",25 min • 0.6 mi,4.5,"(2,800+)"
Falafel King Mediterranean Food,https://www.doordash.com/store/328193/?pickup=false,"$$ • Mediterranean, Wraps",22 min • 800 ft,4.6,(520+)
Taishoken Ramen,https://www.doordash.com/store/335218/?pickup=false,"$$ • Japanese, Gyoza",16 min • 0.3 mi,4.7,(630+)
Banana Leaf,https://www.doordash.com/store/28129/?pickup=false,"$$ • Chinese, Seafood",19 min • 0.7 mi,4.6,"(1,700+)"
Juice Truck,https://www.doordash.com/store/566701/?pickup=false,"$$ • Juice Bar, Smoothies",18 min • 0.4 mi,4.8,"(1,200+)"
Yopo Sweet Mandarin 太湖,https://www.doordash.com/store/28107/?pickup=false,"$$ • Chinese, Dim Sum",18 min • 0.4 mi,4.5,(860+)
Caffe Artigiano,https://www.doordash.com/store/28237/?pickup=false,"$ • Cafe, Bakery",19 min • 0.4 mi,4.8,(140)
Lee's Donuts,https://www.doordash.com/store/446122/?pickup=false,"$$ • Dessert, Canadian",20 min • 1.1 mi,4.8,"(1,100+)"
Gusto - A Taste of Italy,https://www.doordash.com/store/587569/?pickup=false,"$$ • Italian, Pizza",19 min • 0.7 mi,4.6,(336)
Pacific Poke,https://www.doordash.com/store/73634/?pickup=false,"$$ • Poke, Healthy",17 min • 0.7 mi,4.6,"(1,400+)"
Railtown Cafe,https://www.doordash.com/store/566742/?pickup=false,"$$ • Breakfast, Cookies",17 min • 0.3 mi,4.7,(560+)
Hungry Guys Kitchen,https://www.doordash.com/store/32338/?pickup=false,"$$ • Salads, Soup",14 min • 0.4 mi,4.8,(394)
Subway,https://www.doordash.com/store/155060/?pickup=false,"$ • Build Your Own, Cookies",13 min • 700 ft,4.3,(830+)
Footo Croissant,https://www.doordash.com/store/98453/?pickup=false,"$ • Bakery, Sandwiches",16 min • 900 ft,4.7,(880+)
Honolulu Coffee,https://www.doordash.com/store/968654/?pickup=false,"$ • Coffee Shop, Pastries",17 min • 0.5 mi,4.5,(159)
Mr Greek Donair,https://www.doordash.com/store/868462/?pickup=false,"$$ • Middle Eastern, Salads",15 min • 0.5 mi,4.6,(280)
Sushi Maro Japanese Restaurant,https://www.doordash.com/store/445898/?pickup=false,"$$ • Japanese, Nigiri",24 min • 0.5 mi,4.6,"(1,000+)"
BREWHALL,https://www.doordash.com/store/923768/?pickup=false,"$$ • Alcohol, Burgers",24 min • 0.9 mi,4.7,(600+)
Los Amigos Taqueria,https://www.doordash.com/store/29058/?pickup=false,"$$ • Mexican, Tacos",21 min • 0.8 mi,4.4,"(1,700+)"
Best Falafel,https://www.doordash.com/store/447840/?pickup=false,"$$ • Syrian, Falafel",25 min • 1.7 mi,4.6,"(2,100+)"
Fat Mao Noodles,https://www.doordash.com/store/178728/?pickup=false,"$$ • Thai, Noodles",23 min • 0.7 mi,4.8,(860+)
Numero Uno Pizza,https://www.doordash.com/store/98672/?pickup=false,"$$ • Pizza, Sandwiches",19 min • 0.6 mi,4.3,(397)
Sing Sing Beer Bar (Pho Sho),https://www.doordash.com/store/999088/?pickup=false,"$$ • Pho, Vietnamese",27 min • 1.5 mi,4.6,(207)
Ramen Gojiro,https://www.doordash.com/store/98687/?pickup=false,"$$ • Japanese, Ramen",22 min • 800 ft,4.6,"(1,200+)"
Vegan Cave Cafe,https://www.doordash.com/store/454670/?pickup=false,"$$ • Pizza, Dessert",19 min • 0.3 mi,4.5,"(1,600+)"
Pokey Okey,https://www.doordash.com/store/1624930/?pickup=false,"$$ • Hawaiian, Poke",16 min • 0.5 mi,4.8,(416)
The Candy Room,https://www.doordash.com/store/433252/?pickup=false,"$$ • Chocolates, Snacks & Sweets",18 min • 0.7 mi,4.6,(345)
Uncle Fatih's Pizza,https://www.doordash.com/store/328192/?pickup=false,$ • Pizza,23 min • 0.3 mi,4.5,(730+)
Banter Room,https://www.doordash.com/store/964196/?pickup=false,"$$ • Canadian, Alcohol",20 min • 0.4 mi,4.7,(210)
Tacofino Gastown,https://www.doordash.com/store/28481/?pickup=false,"$$ • Mexican, Burritos",21 min • 0.5 mi,4.6,"(1,200+)"
YiFang Taiwan Fruit Tea 一芳,https://www.doordash.com/store/910392/?pickup=false,"$$ • Taiwanese, Tea Bar",23 min • 1.1 mi,4.7,(550+)
BIG G FRIED CHICKEN STEAKS,https://www.doordash.com/store/624700/?pickup=false,"$$ • Fried Chicken, Chicken",14 min • 600 ft,4.2,(137)
Nirvana Restaurant,https://www.doordash.com/store/98642/?pickup=false,"$$ • Indian, Vegetarian",27 min • 1.3 mi,4.4,(590+)
Vitasave.ca,https://www.doordash.com/store/531364/?pickup=false,"$$ • Fruit, Salads",15 min • 900 ft,4.6,(389)
PappaRoti,https://www.doordash.com/store/161728/?pickup=false,"$$ • Cafe, Pastries",15 min • 0.3 mi,4.6,(238)
Steve's Poké Bar,https://www.doordash.com/store/1061026/?pickup=false,"$$ • Hawaiian, Poke",25 min • 1.7 mi,4.7,(570+)
Daikichi Sushi Shop,https://www.doordash.com/store/42654/?pickup=false,"$ • Japanese, Sushi",19 min • 0.8 mi,4.4,"(1,000+)"
Italian Kitchen,https://www.doordash.com/store/28252/?pickup=false,"$$$ • Italian, Salads",20 min • 0.4 mi,4.3,"(1,500+)"
The Flying Pig,https://www.doordash.com/store/28750/?pickup=false,"$$ • Brunch, Salads",21 min • 0.5 mi,4.5,(403)
Pokerrito,https://www.doordash.com/store/358036/?pickup=false,"$$ • French Macarons, Miso Soup",15 min • 900 ft,4.7,(212)
Body Energy Club,https://www.doordash.com/store/951441/?pickup=false,"$$ • Healthy, Smoothies",17 min • 0.3 mi,4.7,(580+)
Roxy Burger,https://www.doordash.com/store/98389/?pickup=false,"$$ • Burgers, Salads",20 min • 0.3 mi,4.3,(493)
Faubourg,https://www.doordash.com/store/566660/?pickup=false,"$$ • Creperies, Sandwiches",15 min • 0.4 mi,4.6,(56)
Hokkaido Ramen Santouka,https://www.doordash.com/store/828447/?pickup=false,"$$ • Ramen, Japanese",20 min • 1.1 mi,4.7,(464)
Sandwich Plus,https://www.doordash.com/store/357954/?pickup=false,"$$ • Sandwiches, Breakfast",15 min • 0.4 mi,4.8,(102)
Hundy,https://www.doordash.com/store/23244477/?pickup=false,"$ • American, Burgers",21 min • 0.5 mi,4.3,(60)
Tsuki Sushi Bar,https://www.doordash.com/store/28194/?pickup=false,"$ • Japanese, Sashimi",27 min • 0.3 mi,4.6,"(3,000+)"
Trish Juice,https://www.doordash.com/store/853520/?pickup=false,"$$ • Juice Bar, Smoothies",20 min • 0.5 mi,4.8,(411)
Hubbub,https://www.doordash.com/store/1155674/?pickup=false,"$ • Sandwiches, Salads",11 min • 700 ft,4.8,(300)
Passione Gelato,https://www.doordash.com/store/983465/?pickup=false,"$$ • Dessert, Gelato",16 min • 0.3 mi,4.8,(105)
Denny's,https://www.doordash.com/store/28740/?pickup=false,"$ • American, Breakfast",21 min • 0.7 mi,4.3,"(2,000+)"
The Garden Strathcona,https://www.doordash.com/store/566647/?pickup=false,"$$ • Cafe, Coffee",29 min • 1.3 mi,4.8,(840+)
POKE.M,https://www.doordash.com/store/794276/?pickup=false,$$ • Poke,17 min • 0.3 mi,4.6,(580+)
Smithe Salad,https://www.doordash.com/store/1048953/?pickup=false,"$$ • Juice Bar, Smoothies",19 min • 0.2 mi,4.8,(285)
Freshii,https://www.doordash.com/store/921426/?pickup=false,"$$ • Smoothies, Wraps",20 min • 0.7 mi,4.5,(322)
Crave India,https://www.doordash.com/store/895210/?pickup=false,"$$ • Indian, Vegetarian",17 min • 0.4 mi,4.3,(257)
Firecrust Pizzeria,https://www.doordash.com/store/98428/?pickup=false,"$$ • Pizza, Salads",27 min • 0.6 mi,4.3,"(3,000+)"
Happy Noodle House 开心面馆,https://www.doordash.com/store/725654/?pickup=false,"$$ • Chinese, Noodles",21 min • 0.6 mi,4.6,(730+)
Tartine Bread & Pies,https://www.doordash.com/store/42909/?pickup=false,"$$ • Bakery, Breakfast",22 min • 0.9 mi,4.6,(416)
Edible Flours,https://www.doordash.com/store/31587/?pickup=false,"$$ • Sweets, Cupcakes",25 min • 2.2 mi,4.8,(386)
Burger King,https://www.doordash.com/store/31717/?pickup=false,"$ • American, Burgers",15 min • 0.3 mi,4.1,(720+)
Babylon Cafe,https://www.doordash.com/store/2321231/?pickup=false,"$$ • Middle Eastern, Wraps",16 min • 0.4 mi,4.7,NA
Chatime,https://www.doordash.com/store/31569/?pickup=false,"$$ • Bubble Tea, Taiwanese",23 min • 1.6 mi,4.5,"(1,300+)"
Broadway Mini Mart,https://www.doordash.com/convenience/store/1345317/?pickup=false,"$$ • Snacks & Sweets, Frozen Food",29 min • 1.2 mi,4.3,(28)
Happy Lemon,https://www.doordash.com/store/354178/?pickup=false,"$$ • Taiwanese, Healthy",21 min • 0.7 mi,4.6,(500+)
Gene Coffee Bar,https://www.doordash.com/store/446051/?pickup=false,"$$ • Coffee & Tea, Latte",24 min • 1.3 mi,4.7,(610+)
Thai Town Restaurant,https://www.doordash.com/store/42862/?pickup=false,"$$ • Thai, Seafood",24 min • 0.4 mi,4.5,(870+)
ChongQing Restaurant 重庆饭店,https://www.doordash.com/store/28041/?pickup=false,"$$ • Chinese, Noodles",22 min • 0.7 mi,4.4,(830+)
Finch's Tea & Coffee House,https://www.doordash.com/store/178716/?pickup=false,"$$ • Sweets, Salads",21 min • 0.2 mi,4.8,(307)
Gurkha Himalayan Kitchen,https://www.doordash.com/store/30999/?pickup=false,"$$ • Himalayan/Nepalese, Appetizers",24 min • 0.8 mi,4.6,(810+)
River Sushi,https://www.doordash.com/store/1824146/?pickup=false,"$$ • Japanese, Sushi",23 min • 1.2 mi,4.6,(690+)
"Sombreros, Mexican Products and Taqueria",https://www.doordash.com/store/566535/?pickup=false,"$$ • Mexican, Tacos",22 min • 0.7 mi,4.5,(452)
La Catrina,https://www.doordash.com/store/98568/?pickup=false,"$$ • Tacos, Mexican",26 min • 1.3 mi,4.5,(128)
Festal Paleo Cafe,https://www.doordash.com/store/486961/?pickup=false,"$$ • Keto, Comfort Food",19 min • 0.3 mi,4.6,(560+)
Romano's Pizza,https://www.doordash.com/store/210232/?pickup=false,"$$ • Pizza, Italian",23 min • 0.4 mi,4.5,(850+)
Pacifico Pizzeria & Ristorante,https://www.doordash.com/store/31052/?pickup=false,"$$ • Italian, Pizza",26 min • 0.4 mi,4.5,(660+)
Yanaki Sushi,https://www.doordash.com/store/98620/?pickup=false,"$$ • Sushi, Japanese",21 min • 1.1 mi,4.7,"(1,500+)"
Salsa & Agave Mexican Grill,https://www.doordash.com/store/31064/?pickup=false,"$$ • Mexican, Tacos",21 min • 0.5 mi,4.5,(358)
Teaspoons & Co,https://www.doordash.com/store/487774/?pickup=false,"$$ • Milk Tea, Fruit Tea",19 min • 0.4 mi,5,(11)
Tokyo Joe's (Other),https://www.doordash.com/store/214660/?pickup=false,"$$ • Japanese, Sushi",19 min • 0.5 mi,4.5,(92)
Sitar Indian Restaurant,https://www.doordash.com/store/28260/?pickup=false,"$$ • Indian, Seafood",20 min • 0.5 mi,4.5,(930+)
Manoush'eh Lebanese,https://www.doordash.com/store/519570/?pickup=false,"$$ • Lebanese, Sweets",20 min • 0.5 mi,4.7,(520+)
Foret Noire Patisserie,https://www.doordash.com/store/881256/?pickup=false,"$$ • Cakes, Pastries",25 min • 1.2 mi,4.7,(345)
Momo Sushi,https://www.doordash.com/store/34755/?pickup=false,"$ • Japanese, Nigiri",22 min • 0.4 mi,4.5,"(1,000+)"
Poke Bar,https://www.doordash.com/store/929702/?pickup=false,"$$ • Poke, Milk Tea",18 min • 0.7 mi,4.7,"(1,200+)"
Nuba,https://www.doordash.com/store/31050/?pickup=false,"$$ • Turkish, Syrian",22 min • 0.3 mi,4.6,(530+)
Chatime Atealier,https://www.doordash.com/store/1864127/?pickup=false,"$$ • Bubble Tea, Milk Tea",15 min • 900 ft,4.7,(96)
Bay Sushi Express Cafe,https://www.doordash.com/store/42615/?pickup=false,"$$ • Japanese, Sushi",22 min • 800 ft,4.8,(253)
Davie Dosa Company,https://www.doordash.com/store/138673/?pickup=false,"$$ • Indian, Curry",27 min • 0.9 mi,4.2,"(1,400+)"
R&B Ale & Pizza House,https://www.doordash.com/store/98663/?pickup=false,"$$ • Pizza, Beer",25 min • 1.0 mi,4.7,(143)
Downtown Sushi Bar,https://www.doordash.com/store/177850/?pickup=false,"$$ • Japanese, Sushi",21 min • 0.8 mi,4.2,(492)
Deacon's Corner,https://www.doordash.com/store/30988/?pickup=false,"$$ • Breakfast, Burgers",26 min • 0.7 mi,4.6,(990+)
Zeitoon Restaurant,https://www.doordash.com/store/338426/?pickup=false,"$$ • Persian, Kebabs",29 min • 1.3 mi,4.4,"(2,500+)"
Flaming Wok (Pacific Centre-Vancouver),https://www.doordash.com/store/1160428/?pickup=false,"$$ • Chinese, Noodles",14 min • 0.2 mi,4.3,(66)
Red Truck Truck Stop,https://www.doordash.com/store/956653/?pickup=false,"$$ • Alcohol, Burgers",24 min • 1.1 mi,4.7,(484)
Tiger Sugar,https://www.doordash.com/store/2162062/?pickup=false,"$$ • Coffee & Tea, Boba",14 min • 0.3 mi,4.4,(52)
La Casita,https://www.doordash.com/store/31024/?pickup=false,"$$ • Mexican, Appetizers",22 min • 0.4 mi,4.3,(660+)
On Yogurt,https://www.doordash.com/store/98725/?pickup=false,"$ • Frozen Yogurt, Bubble Tea",19 min • 0.3 mi,4.4,(46)
Sharetea Yaletown,https://www.doordash.com/store/2464737/?pickup=false,"$$ • Milk Tea, Fruit Tea",15 min • 0.4 mi,4.7,(25)
Sherry Convenience Store,https://www.doordash.com/convenience/store/519666/?pickup=false,"$$ • Convenience, Takeout",28 min • 1.3 mi,4.2,(126)
Prime Time Chicken & Chinese Food,https://www.doordash.com/store/840587/?pickup=false,"$ • Chinese, Burgers",21 min • 0.7 mi,4.1,(62)
Peaked Pies,https://www.doordash.com/store/98467/?pickup=false,"$ • Breakfast, Sweets",22 min • 1.2 mi,4.8,"(1,000+)"
